Date,Campaign_ID,Campaign_Name,Ad_Set_Name,Platform,Objective,Target_Audience,Location,Age_Group,Gender,Device,Ad_Format,Impressions,Reach,Clicks,CTR_Percent,CPC_INR,Spend_INR,Leads,Add_to_Cart,Purchases,Conversion_Rate_Percent,Revenue_INR,ROAS,Bounce_Rate_Percent,Avg_Session_Duration_Sec,Landing_Page,UTM_Campaign
2025-04-29,CMP-7927,Nature Reset Experience,Multi-tiered executive array,Facebook,Lead Generation,Millennial Travelers,Vizag,18-24,Male,Mobile,Carousel,24505,16054,647,2.64,26.58,17197.26,6,1,0,0.0,0,0.0,45.45,946,/executive-retreat,nature_reset_experience
2025-06-16,CMP-8999,Eco Adventure Cabins,Decentralized value-added ability,Instagram,Conversions,Gen-Z Eco Travelers,Delhi,18-24,Female,Tablet,Story Ad,103656,66524,5264,5.08,13.4,70537.6,32,3,1,0.02,65000,0.92,79.46,170,/mental-reset-retreat,eco_adventure_cabins
2025-07-10,CMP-3852,Remote Wellness Retreat,Optimized dynamic capacity,Facebook,Engagement,Startup Founders,Bhubaneswar,25-34,Other,Mobile,Carousel,15914,10978,167,1.05,21.81,3642.27,10,2,0,0.0,0,0.0,97.0,270,/executive-detox-guide,remote_wellness_retreat
2025-04-14,CMP-1973,Eco Adventure Cabins,Re-contextualized full-range knowledgebase,Instagram,Lead Generation,Gen-Z Eco Travelers,Kochi,18-24,Female,Mobile,Carousel,131883,108098,3896,2.95,8.66,33739.36,5,0,0,0.0,0,0.0,61.19,443,/mental-reset-retreat,eco_adventure_cabins
2025-07-18,CMP-6716,Focus & Productivity Retreat,Upgradable human-resource complexity,LinkedIn,Lead Generation,C-Suite Leaders,Ahmedabad,25-34,Female,Desktop,Lead Form,127892,81016,2798,2.19,39.5,110521.0,407,108,23,0.82,1955000,17.69,60.35,417,/mental-reset-retreat,focus_&_productivity_retreat
2025-01-04,CMP-9817,Luxury Nature Escape,Configurable tertiary ability,Facebook,Traffic,Business Owners,Mangalore,45-54,Male,Tablet,Video,64913,45717,269,0.41,33.11,8906.59,25,12,1,0.37,65000,7.3,67.18,443,/executive-detox-guide,luxury_nature_escape
2025-07-04,CMP-7505,Nature Reset Experience,Multi-lateral static open architecture,Facebook,Lead Generation,Millennial Travelers,Bhubaneswar,45-54,Male,Tablet,Video,16414,14553,458,2.79,21.91,10034.78,27,5,1,0.22,72000,7.18,69.17,692,/mental-reset-retreat,nature_reset_experience
2025-08-18,CMP-2425,Nature Reset Experience,Realigned mobile core,Facebook,Website Visits,Millennial Travelers,Nagpur,18-24,Male,Desktop,Video,10790,7369,104,0.96,8.36,869.44,5,2,1,0.96,85000,97.76,53.37,251,/executive-retreat,nature_reset_experience
2025-01-26,CMP-3456,Focus & Productivity Retreat,Phased exuding conglomeration,LinkedIn,Website Visits,C-Suite Leaders,Pune,45-54,Male,Desktop,Lead Form,39677,26926,273,0.69,51.22,13983.06,10,6,3,1.1,360000,25.75,68.14,887,/mental-reset-retreat,focus_&_productivity_retreat
2025-08-21,CMP-7365,Silent Productivity Camp,Switchable solution-oriented ability,LinkedIn,Conversions,Tech Employees,Delhi,25-34,Male,Mobile,Story Ad,164860,123230,2420,1.47,17.34,41962.8,282,74,9,0.37,1080000,25.74,41.16,820,/executive-detox-guide,silent_productivity_camp
2025-01-18,CMP-8243,Silent Productivity Camp,Multi-lateral multimedia protocol,LinkedIn,Conversions,Tech Employees,Udaipur,25-34,Male,Mobile,Image,97872,86596,1348,1.38,19.74,26609.52,58,39,16,1.19,1152000,43.29,32.22,393,/burnout-recovery,silent_productivity_camp
2025-01-09,CMP-5054,Executive Burnout Recovery,Re-contextualized responsive software,LinkedIn,Conversions,Corporate Managers,Coimbatore,25-34,Female,Desktop,Video,8457,5060,209,2.47,87.93,18377.37,24,6,1,0.48,72000,3.92,51.0,470,/weekend-reset,executive_burnout_recovery
2025-01-01,CMP-5675,Executive Burnout Recovery,Adaptive upward-trending project,LinkedIn,Traffic,Corporate Managers,Noida,35-44,Female,Mobile,Carousel,48672,44145,1028,2.11,60.41,62101.48,147,47,19,1.85,1615000,26.01,23.92,355,/luxury-cabins,executive_burnout_recovery
2025-06-08,CMP-6467,Executive Burnout Recovery,Integrated system-worthy implementation,LinkedIn,Website Visits,Corporate Managers,Surat,35-44,Other,Tablet,Image,173387,127004,4997,2.88,24.57,122776.29,1078,314,163,3.26,10595000,86.3,42.19,86,/executive-retreat,executive_burnout_recovery
2025-05-01,CMP-3046,Luxury Digital Detox,Re-engineered background secured line,Facebook,Conversions,High Income Professionals,Noida,18-24,Female,Tablet,Story Ad,138607,78021,1930,1.39,77.64,149845.2,246,73,33,1.71,2805000,18.72,63.06,472,/executive-detox-guide,luxury_digital_detox
2025-07-08,CMP-5852,Nature Reset Experience,Open-architected multimedia encoding,Facebook,Lead Generation,Millennial Travelers,Kolkata,45-54,Male,Desktop,Carousel,136370,90966,1652,1.21,24.29,40127.08,74,10,5,0.3,475000,11.84,59.95,222,/luxury-cabins,nature_reset_experience
2025-01-08,CMP-2546,Nature Reset Experience,Reduced solution-oriented framework,Facebook,Lead Generation,Millennial Travelers,Mysuru,45-54,Female,Desktop,Lead Form,2217,1956,31,1.4,20.7,641.7,31,0,0,0.0,0,0.0,64.96,879,/executive-retreat,nature_reset_experience
2025-08-05,CMP-6041,Mindful Weekend Escape,Distributed human-resource task-force,Instagram,Website Visits,Corporate Executives,Mysuru,45-54,Female,Mobile,Story Ad,7914,6554,80,1.01,66.71,5336.8,14,3,0,0.0,0,0.0,59.49,260,/mental-reset-retreat,mindful_weekend_escape
2025-02-05,CMP-8557,Nature Reset Experience,Face-to-face 24hour conglomeration,Facebook,Engagement,Millennial Travelers,Udaipur,18-24,Other,Mobile,Carousel,46733,34275,917,1.96,16.78,15387.26,48,8,3,0.33,285000,18.52,56.39,787,/luxury-cabins,nature_reset_experience
2025-05-11,CMP-7126,Weekend Mental Reset,Virtual stable ability,Instagram,Engagement,Working Professionals,Chennai,45-54,Female,Desktop,Carousel,106213,76349,1491,1.4,8.07,12032.37,79,33,11,0.74,935000,77.71,48.79,394,/mental-reset-retreat,weekend_mental_reset
2025-03-19,CMP-3478,Mindful Weekend Escape,Sharable eco-centric process improvement,Instagram,Website Visits,Corporate Executives,Vadodara,45-54,Other,Mobile,Carousel,101558,66726,847,0.83,76.71,64973.37,111,15,3,0.35,285000,4.39,31.99,346,/weekend-reset,mindful_weekend_escape
2025-03-21,CMP-2938,Nature Reset Experience,Stand-alone non-volatile knowledge user,Facebook,Traffic,Millennial Travelers,Jaipur,35-44,Other,Tablet,Video,146656,100954,3069,2.09,22.79,69942.51,111,13,6,0.2,510000,7.29,55.48,100,/burnout-recovery,nature_reset_experience
2025-02-09,CMP-3654,Luxury Nature Escape,Organized stable policy,Facebook,Conversions,Business Owners,Patna,18-24,Other,Mobile,Image,9804,8804,100,1.02,99.13,9913.0,12,2,0,0.0,0,0.0,45.73,147,/luxury-cabins,luxury_nature_escape
2025-03-19,CMP-5385,Eco Adventure Cabins,User-friendly transitional budgetary management,Instagram,Website Visits,Gen-Z Eco Travelers,Gurugram,45-54,Other,Mobile,Carousel,67211,58029,2190,3.26,4.3,9417.0,9,2,0,0.0,0,0.0,35.13,908,/executive-detox-guide,eco_adventure_cabins
2025-05-13,CMP-7061,Remote Wellness Retreat,Phased asymmetric leverage,Facebook,Lead Generation,Startup Founders,Ahmedabad,35-44,Male,Tablet,Carousel,179850,142860,4334,2.41,28.39,123042.26,89,21,2,0.05,170000,1.38,74.98,341,/burnout-recovery,remote_wellness_retreat
2025-02-08,CMP-7298,Luxury Digital Detox,Integrated coherent pricing structure,Facebook,Conversions,High Income Professionals,Mumbai,18-24,Female,Desktop,Lead Form,144668,116564,249,0.17,94.43,23513.07,33,10,2,0.8,130000,5.53,63.17,374,/weekend-reset,luxury_digital_detox
2025-07-29,CMP-6979,Luxury Nature Escape,Ameliorated encompassing ability,Facebook,Lead Generation,Business Owners,Chennai,45-54,Female,Desktop,Video,49268,38034,700,1.42,38.56,26992.0,148,16,8,1.14,520000,19.26,59.46,292,/luxury-cabins,luxury_nature_escape
2025-08-24,CMP-3157,Mindful Weekend Escape,Monitored executive paradigm,Instagram,Conversions,Corporate Executives,Patna,35-44,Other,Mobile,Lead Form,151533,120337,2894,1.91,47.17,136509.98,258,37,17,0.59,1224000,8.97,69.97,70,/book-now,mindful_weekend_escape
2025-02-22,CMP-9800,Mindful Weekend Escape,Seamless solution-oriented artificial intelligence,Instagram,Engagement,Corporate Executives,Hyderabad,45-54,Female,Tablet,Lead Form,164680,136210,4385,2.66,107.91,473185.35,437,113,33,0.75,2805000,5.93,61.26,750,/burnout-recovery,mindful_weekend_escape
2025-03-11,CMP-8134,Nature Reset Experience,Configurable coherent function,Facebook,Conversions,Millennial Travelers,Bhubaneswar,45-54,Male,Desktop,Carousel,25388,14871,434,1.71,16.54,7178.36,30,3,1,0.23,65000,9.05,60.04,323,/weekend-reset,nature_reset_experience
2025-04-15,CMP-4379,Luxury Digital Detox,Inverse content-based open architecture,Facebook,Traffic,High Income Professionals,Gurugram,45-54,Male,Mobile,Carousel,122816,71322,2119,1.73,37.76,80013.44,140,52,9,0.42,1080000,13.5,58.16,509,/burnout-recovery,luxury_digital_detox
2025-06-08,CMP-8383,Luxury Nature Escape,Cross-platform analyzing throughput,Facebook,Engagement,Business Owners,Hyderabad,35-44,Other,Tablet,Carousel,63408,42824,1255,1.98,24.16,30320.8,311,59,25,1.99,2125000,70.08,83.83,272,/mental-reset-retreat,luxury_nature_escape
2025-08-05,CMP-6784,Weekend Mental Reset,Robust logistical implementation,Instagram,Conversions,Working Professionals,Patna,18-24,Male,Mobile,Story Ad,155770,125430,4238,2.72,13.03,55221.14,79,20,5,0.12,360000,6.52,47.35,748,/executive-retreat,weekend_mental_reset
2025-08-07,CMP-9742,Remote Wellness Retreat,Public-key web-enabled ability,Facebook,Conversions,Startup Founders,Coimbatore,35-44,Female,Mobile,Image,48882,36329,1390,2.84,18.17,25256.3,77,14,3,0.22,255000,10.1,42.43,436,/mental-reset-retreat,remote_wellness_retreat
2025-05-13,CMP-7892,Luxury Nature Escape,Enhanced clear-thinking leverage,Facebook,Conversions,Business Owners,Pune,45-54,Female,Tablet,Image,175780,136897,3874,2.2,72.49,280826.26,874,205,97,2.5,6305000,22.45,48.18,715,/book-now,luxury_nature_escape
2025-06-29,CMP-1020,Weekend Mental Reset,Customer-focused user-facing service-desk,Instagram,Engagement,Working Professionals,Pune,45-54,Other,Mobile,Story Ad,65871,45828,996,1.51,26.78,26672.88,93,7,2,0.2,240000,9.0,54.71,509,/weekend-reset,weekend_mental_reset
2025-05-07,CMP-3253,Focus & Productivity Retreat,Fundamental client-driven forecast,LinkedIn,Conversions,C-Suite Leaders,Udaipur,35-44,Male,Desktop,Video,169713,154302,252,0.15,43.99,11085.48,0,0,0,0.0,0,0.0,42.94,877,/luxury-cabins,focus_&_productivity_retreat
2025-07-06,CMP-6437,Nature Reset Experience,Right-sized context-sensitive intranet,Facebook,Lead Generation,Millennial Travelers,Mysuru,18-24,Other,Desktop,Carousel,158690,129773,3026,1.91,17.78,53802.28,181,61,17,0.56,1224000,22.75,42.67,102,/executive-detox-guide,nature_reset_experience
2025-02-09,CMP-6132,Executive Burnout Recovery,Focused holistic matrices,LinkedIn,Lead Generation,Corporate Managers,Trivandrum,25-34,Female,Tablet,Story Ad,5312,4259,24,0.45,104.17,2500.08,5,0,0,0.0,0,0.0,31.68,166,/luxury-cabins,executive_burnout_recovery
2025-04-25,CMP-5540,Eco Adventure Cabins,Automated asynchronous Local Area Network,Instagram,Lead Generation,Gen-Z Eco Travelers,Bhubaneswar,45-54,Male,Desktop,Story Ad,104094,59099,3795,3.65,4.01,15217.95,3,0,0,0.0,0,0.0,66.41,379,/executive-detox-guide,eco_adventure_cabins
2025-08-16,CMP-9021,Luxury Digital Detox,Polarized 24hour extranet,Facebook,Website Visits,High Income Professionals,Mysuru,45-54,Other,Tablet,Carousel,102004,86767,1879,1.84,57.9,108794.1,106,83,20,1.06,1440000,13.24,42.24,903,/burnout-recovery,luxury_digital_detox
2025-08-24,CMP-9026,Eco Adventure Cabins,Adaptive reciprocal functionalities,Instagram,Traffic,Gen-Z Eco Travelers,Surat,35-44,Other,Desktop,Carousel,61607,42202,1624,2.64,4.53,7356.72,3,1,0,0.0,0,0.0,56.01,785,/mental-reset-retreat,eco_adventure_cabins
2025-08-16,CMP-3328,Luxury Digital Detox,Innovative asynchronous benchmark,Facebook,Engagement,High Income Professionals,Gurugram,35-44,Female,Desktop,Story Ad,5832,3524,51,0.87,82.4,4202.4,4,2,1,1.96,120000,28.56,58.14,234,/burnout-recovery,luxury_digital_detox
2025-04-13,CMP-3280,Silent Productivity Camp,Programmable asymmetric time-frame,LinkedIn,Website Visits,Tech Employees,Goa,18-24,Other,Mobile,Video,65534,51391,1253,1.91,31.15,39030.95,92,28,14,1.12,1190000,30.49,36.73,224,/book-now,silent_productivity_camp
2025-07-05,CMP-4939,Luxury Nature Escape,Organized exuding frame,Facebook,Traffic,Business Owners,Chandigarh,25-34,Male,Desktop,Carousel,174995,149520,4340,2.48,95.96,416466.4,231,57,23,0.53,1955000,4.69,57.83,719,/mental-reset-retreat,luxury_nature_escape
2025-07-01,CMP-3612,Eco Adventure Cabins,Versatile bottom-line concept,Instagram,Engagement,Gen-Z Eco Travelers,Delhi,35-44,Other,Mobile,Carousel,155456,105618,6310,4.06,6.09,38427.9,15,5,1,0.02,95000,2.47,42.24,741,/mental-reset-retreat,eco_adventure_cabins
2025-04-01,CMP-3692,Remote Wellness Retreat,Team-oriented tangible time-frame,Facebook,Traffic,Startup Founders,Vadodara,35-44,Other,Desktop,Image,147555,135411,221,0.15,23.33,5155.93,14,4,1,0.45,72000,13.96,54.12,948,/executive-detox-guide,remote_wellness_retreat
2025-03-11,CMP-6370,Executive Burnout Recovery,Adaptive value-added archive,LinkedIn,Conversions,Corporate Managers,Bengaluru,45-54,Female,Tablet,Lead Form,84655,64433,284,0.34,97.47,27681.48,0,0,0,0.0,0,0.0,57.44,826,/luxury-cabins,executive_burnout_recovery
2025-07-04,CMP-7698,Eco Adventure Cabins,Integrated client-server structure,Instagram,Engagement,Gen-Z Eco Travelers,Mumbai,45-54,Female,Mobile,Image,159888,92564,5527,3.46,8.45,46703.15,20,6,2,0.04,190000,4.07,30.17,735,/book-now,eco_adventure_cabins
2025-06-07,CMP-3537,Luxury Digital Detox,Realigned composite complexity,Facebook,Traffic,High Income Professionals,Nashik,35-44,Female,Desktop,Video,27020,17523,397,1.47,66.16,26265.52,44,16,4,1.01,380000,14.47,62.26,586,/burnout-recovery,luxury_digital_detox
2025-01-12,CMP-5134,Silent Productivity Camp,Multi-lateral heuristic standardization,LinkedIn,Conversions,Tech Employees,Ahmedabad,45-54,Other,Tablet,Story Ad,83142,65591,1369,1.65,14.97,20493.93,98,20,10,0.73,720000,35.13,32.47,552,/book-now,silent_productivity_camp
2025-08-03,CMP-2616,Mindful Weekend Escape,Advanced 4thgeneration contingency,Instagram,Lead Generation,Corporate Executives,Nashik,25-34,Female,Tablet,Video,94150,64997,1540,1.64,44.61,68699.4,155,68,31,2.01,2635000,38.36,74.2,486,/executive-retreat,mindful_weekend_escape
2025-03-02,CMP-1616,Nature Reset Experience,Fully-configurable holistic neural-net,Facebook,Traffic,Millennial Travelers,Hyderabad,25-34,Male,Desktop,Image,152708,98713,1859,1.22,23.8,44244.2,52,15,2,0.11,170000,3.84,71.82,400,/mental-reset-retreat,nature_reset_experience
2025-07-29,CMP-9819,Mindful Weekend Escape,Devolved 24hour budgetary management,Instagram,Conversions,Corporate Executives,Mangalore,45-54,Other,Tablet,Video,161953,121144,1484,0.92,109.76,162883.84,141,43,16,1.08,1152000,7.07,65.09,361,/book-now,mindful_weekend_escape
2025-08-19,CMP-6670,Nature Reset Experience,Compatible methodical data-warehouse,Facebook,Website Visits,Millennial Travelers,Kolkata,45-54,Other,Desktop,Lead Form,57577,32267,1124,1.95,10.53,11835.72,62,13,7,0.62,504000,42.58,51.24,482,/executive-detox-guide,nature_reset_experience
2025-01-18,CMP-1042,Remote Wellness Retreat,Operative real-time matrix,Facebook,Traffic,Startup Founders,Vadodara,25-34,Female,Tablet,Video,137012,116971,1114,0.81,9.64,10738.96,47,13,3,0.27,360000,33.52,60.97,28,/burnout-recovery,remote_wellness_retreat
2025-03-23,CMP-1203,Luxury Nature Escape,Assimilated non-volatile function,Facebook,Engagement,Business Owners,Mysuru,18-24,Other,Tablet,Image,23100,16200,376,1.63,68.53,25767.28,85,24,13,3.46,1105000,42.88,65.11,345,/burnout-recovery,luxury_nature_escape
2025-02-24,CMP-1538,Focus & Productivity Retreat,Multi-layered interactive protocol,LinkedIn,Traffic,C-Suite Leaders,Mysuru,45-54,Other,Mobile,Video,76726,52052,840,1.09,23.82,20008.8,95,12,5,0.6,475000,23.74,61.98,460,/executive-retreat,focus_&_productivity_retreat
2025-01-17,CMP-8546,Luxury Digital Detox,Synergized uniform utilization,Facebook,Lead Generation,High Income Professionals,Bhubaneswar,25-34,Male,Tablet,Story Ad,9386,6712,181,1.93,106.96,19359.76,33,6,2,1.1,240000,12.4,47.16,808,/luxury-cabins,luxury_digital_detox
2025-06-06,CMP-3142,Focus & Productivity Retreat,Intuitive 3rdgeneration access,LinkedIn,Website Visits,C-Suite Leaders,Chandigarh,25-34,Male,Mobile,Lead Form,168333,134579,2364,1.4,47.52,112337.28,327,59,19,0.8,1615000,14.38,52.26,540,/executive-detox-guide,focus_&_productivity_retreat
2025-03-22,CMP-6661,Executive Burnout Recovery,Business-focused exuding encryption,LinkedIn,Traffic,Corporate Managers,Mumbai,18-24,Other,Mobile,Video,164225,132528,1612,0.98,46.13,74361.56,193,86,12,0.74,1020000,13.72,50.57,248,/weekend-reset,executive_burnout_recovery
2025-08-07,CMP-3740,Executive Burnout Recovery,Centralized fault-tolerant ability,LinkedIn,Website Visits,Corporate Managers,Delhi,25-34,Other,Mobile,Story Ad,125193,100005,2877,2.3,31.21,89791.17,371,62,29,1.01,2088000,23.25,57.42,917,/mental-reset-retreat,executive_burnout_recovery
2025-03-07,CMP-9575,Nature Reset Experience,Balanced heuristic moratorium,Facebook,Conversions,Millennial Travelers,Mumbai,25-34,Male,Mobile,Lead Form,48240,27363,646,1.34,29.3,18927.8,14,6,2,0.31,130000,6.87,45.76,517,/weekend-reset,nature_reset_experience
2025-06-25,CMP-9396,Focus & Productivity Retreat,Cross-group discrete capacity,LinkedIn,Website Visits,C-Suite Leaders,Chandigarh,18-24,Male,Mobile,Video,80301,61665,2036,2.54,100.93,205493.48,301,82,12,0.59,1440000,7.01,58.43,469,/executive-detox-guide,focus_&_productivity_retreat
2025-06-18,CMP-2628,Luxury Nature Escape,Robust 5thgeneration product,Facebook,Lead Generation,Business Owners,Pune,25-34,Male,Tablet,Story Ad,40526,27799,882,2.18,107.79,95070.78,84,20,2,0.23,130000,1.37,65.48,462,/mental-reset-retreat,luxury_nature_escape
2025-07-22,CMP-9031,Nature Reset Experience,Progressive dynamic software,Facebook,Conversions,Millennial Travelers,Nashik,18-24,Female,Tablet,Image,173457,146915,3132,1.81,29.09,91109.88,85,14,6,0.19,432000,4.74,56.72,837,/weekend-reset,nature_reset_experience
2025-02-26,CMP-4342,Remote Wellness Retreat,Persistent executive parallelism,Facebook,Traffic,Startup Founders,Coimbatore,18-24,Female,Tablet,Image,45667,39916,1111,2.43,30.91,34341.01,109,19,5,0.45,325000,9.46,56.57,711,/luxury-cabins,remote_wellness_retreat
2025-04-23,CMP-1006,Luxury Digital Detox,Managed zero tolerance concept,Facebook,Lead Generation,High Income Professionals,Noida,45-54,Male,Desktop,Carousel,175021,141298,4228,2.42,50.79,214740.12,515,111,13,0.31,845000,3.93,53.21,287,/luxury-cabins,luxury_digital_detox
2025-08-09,CMP-6224,Mindful Weekend Escape,Proactive user-facing ability,Instagram,Conversions,Corporate Executives,Coimbatore,18-24,Male,Tablet,Carousel,173919,124244,4351,2.5,93.42,406470.42,837,306,83,1.91,9960000,24.5,72.13,267,/burnout-recovery,mindful_weekend_escape
2025-06-12,CMP-9496,Luxury Digital Detox,Innovative 4thgeneration task-force,Facebook,Conversions,High Income Professionals,Hyderabad,18-24,Other,Desktop,Lead Form,169678,113708,4536,2.67,81.48,369593.28,562,142,46,1.01,2990000,8.09,73.05,143,/mental-reset-retreat,luxury_digital_detox
2025-04-18,CMP-2477,Mindful Weekend Escape,Enterprise-wide responsive migration,Instagram,Conversions,Corporate Executives,Bhubaneswar,35-44,Male,Tablet,Carousel,15959,12540,271,1.7,37.08,10048.68,16,11,1,0.37,85000,8.46,83.9,383,/burnout-recovery,mindful_weekend_escape
2025-01-23,CMP-1717,Remote Wellness Retreat,Enterprise-wide transitional installation,Facebook,Engagement,Startup Founders,Bengaluru,18-24,Female,Mobile,Carousel,58683,38330,1082,1.84,16.33,17669.06,44,22,12,1.11,1020000,57.73,82.06,773,/weekend-reset,remote_wellness_retreat
2025-08-20,CMP-3147,Luxury Digital Detox,User-centric stable monitoring,Facebook,Website Visits,High Income Professionals,Lucknow,45-54,Other,Desktop,Carousel,142538,83921,2710,1.9,41.22,111706.2,826,190,72,2.66,6840000,61.23,72.35,773,/book-now,luxury_digital_detox
2025-04-14,CMP-1824,Focus & Productivity Retreat,De-engineered didactic archive,LinkedIn,Traffic,C-Suite Leaders,Lucknow,35-44,Female,Tablet,Video,157955,122078,4346,2.75,104.58,454504.68,235,153,85,1.96,8075000,17.77,66.56,372,/weekend-reset,focus_&_productivity_retreat
2025-06-14,CMP-6465,Focus & Productivity Retreat,Self-enabling human-resource Local Area Network,LinkedIn,Traffic,C-Suite Leaders,Noida,45-54,Male,Tablet,Lead Form,83724,53412,766,0.91,87.77,67231.82,89,20,3,0.39,255000,3.79,67.28,285,/executive-detox-guide,focus_&_productivity_retreat
2025-07-15,CMP-5677,Executive Burnout Recovery,Progressive systemic leverage,LinkedIn,Lead Generation,Corporate Managers,Surat,25-34,Other,Tablet,Video,152634,120075,2988,1.96,76.76,229358.88,567,65,33,1.1,3135000,13.67,47.41,457,/mental-reset-retreat,executive_burnout_recovery
2025-05-11,CMP-2192,Focus & Productivity Retreat,Streamlined motivating moderator,LinkedIn,Website Visits,C-Suite Leaders,Vizag,25-34,Other,Mobile,Carousel,75455,61811,2046,2.71,68.73,140621.58,243,55,9,0.44,855000,6.08,52.05,24,/luxury-cabins,focus_&_productivity_retreat
2025-04-22,CMP-7669,Executive Burnout Recovery,Organized actuating workforce,LinkedIn,Lead Generation,Corporate Managers,Indore,25-34,Male,Desktop,Image,47718,40097,460,0.96,75.93,34927.8,54,8,1,0.22,120000,3.44,67.48,143,/mental-reset-retreat,executive_burnout_recovery
2025-03-20,CMP-6808,Focus & Productivity Retreat,Progressive even-keeled attitude,LinkedIn,Traffic,C-Suite Leaders,Jaipur,18-24,Male,Desktop,Story Ad,10843,8065,214,1.97,98.57,21093.98,27,8,2,0.93,190000,9.01,34.4,664,/executive-detox-guide,focus_&_productivity_retreat
2025-02-19,CMP-9900,Focus & Productivity Retreat,Networked full-range complexity,LinkedIn,Conversions,C-Suite Leaders,Vadodara,35-44,Female,Desktop,Video,16137,10212,279,1.73,71.41,19923.39,43,8,3,1.08,255000,12.8,91.45,26,/executive-detox-guide,focus_&_productivity_retreat
2025-02-15,CMP-6121,Nature Reset Experience,Fundamental 3rdgeneration archive,Facebook,Lead Generation,Millennial Travelers,Noida,18-24,Male,Tablet,Video,9461,5987,147,1.55,11.99,1762.53,9,2,0,0.0,0,0.0,53.54,748,/burnout-recovery,nature_reset_experience
2025-07-22,CMP-4675,Silent Productivity Camp,Polarized hybrid toolset,LinkedIn,Traffic,Tech Employees,Chennai,25-34,Other,Mobile,Story Ad,136472,118921,5119,3.75,16.56,84770.64,313,49,26,0.51,2210000,26.07,37.28,666,/burnout-recovery,silent_productivity_camp
2025-05-03,CMP-2988,Executive Burnout Recovery,Team-oriented mission-critical capacity,LinkedIn,Engagement,Corporate Managers,Bengaluru,25-34,Other,Desktop,Video,103864,64921,1796,1.73,72.44,130102.24,106,27,5,0.28,360000,2.77,66.88,932,/luxury-cabins,executive_burnout_recovery
2025-02-12,CMP-8823,Eco Adventure Cabins,Synergized disintermediate ability,Instagram,Website Visits,Gen-Z Eco Travelers,Noida,25-34,Other,Tablet,Lead Form,131421,78072,5197,3.95,13.8,71718.6,19,3,1,0.02,95000,1.32,42.01,56,/burnout-recovery,eco_adventure_cabins
2025-04-18,CMP-1354,Silent Productivity Camp,Stand-alone even-keeled success,LinkedIn,Website Visits,Corporate Managers,Patna,35-44,Female,Desktop,Lead Form,130901,85324,395,0.3,33.4,13193.0,42,6,3,0.76,360000,27.29,72.9,953,/book-now,silent_productivity_camp
2025-03-22,CMP-2128,Executive Burnout Recovery,Decentralized context-sensitive standardization,LinkedIn,Traffic,Corporate Managers,Indore,25-34,Other,Desktop,Lead Form,132820,111392,2649,1.99,31.49,83417.01,361,135,19,0.72,1805000,21.64,38.22,486,/mental-reset-retreat,executive_burnout_recovery
2025-06-19,CMP-5835,Focus & Productivity Retreat,Function-based context-sensitive middleware,LinkedIn,Website Visits,C-Suite Leaders,Ahmedabad,18-24,Other,Tablet,Carousel,103614,60824,2103,2.03,24.03,50535.09,133,66,24,1.14,2040000,40.37,33.54,849,/burnout-recovery,focus_&_productivity_retreat
2025-07-13,CMP-3482,Weekend Mental Reset,Progressive neutral moratorium,Instagram,Engagement,Working Professionals,Trivandrum,18-24,Other,Mobile,Lead Form,16633,13056,200,1.2,30.83,6166.0,18,4,0,0.0,0,0.0,81.74,449,/book-now,weekend_mental_reset
2025-05-23,CMP-7173,Executive Burnout Recovery,Proactive mobile intranet,LinkedIn,Website Visits,Corporate Managers,Ahmedabad,45-54,Male,Tablet,Video,4624,4241,9,0.19,54.98,494.82,0,0,0,0.0,0,0.0,81.71,291,/burnout-recovery,executive_burnout_recovery
2025-04-12,CMP-1339,Nature Reset Experience,Vision-oriented modular alliance,Facebook,Lead Generation,Millennial Travelers,Noida,35-44,Other,Desktop,Story Ad,70412,55423,686,0.97,15.77,10818.22,12,8,2,0.29,170000,15.71,41.82,468,/burnout-recovery,nature_reset_experience
2025-02-16,CMP-5620,Remote Wellness Retreat,Realigned holistic portal,Facebook,Conversions,Startup Founders,Vizag,25-34,Female,Tablet,Story Ad,130885,95796,1449,1.11,26.08,37789.92,186,29,13,0.9,1235000,32.68,45.77,349,/book-now,remote_wellness_retreat
2025-05-07,CMP-7804,Eco Adventure Cabins,Horizontal real-time infrastructure,Instagram,Website Visits,Gen-Z Eco Travelers,Vizag,35-44,Female,Desktop,Image,104934,86495,1997,1.9,5.23,10444.31,3,1,0,0.0,0,0.0,46.15,555,/luxury-cabins,eco_adventure_cabins
2025-02-23,CMP-9240,Weekend Mental Reset,Stand-alone 24/7 system engine,Instagram,Website Visits,Working Professionals,Trivandrum,35-44,Male,Tablet,Lead Form,16737,14001,378,2.26,19.35,7314.3,14,3,1,0.26,120000,16.41,72.31,784,/book-now,weekend_mental_reset
2025-01-21,CMP-7115,Executive Burnout Recovery,Mandatory reciprocal data-warehouse,LinkedIn,Lead Generation,Corporate Managers,Lucknow,25-34,Male,Mobile,Carousel,49001,42191,803,1.64,54.06,43410.18,76,23,3,0.37,285000,6.57,41.98,902,/book-now,executive_burnout_recovery
2025-08-28,CMP-3127,Remote Wellness Retreat,Public-key 5thgeneration database,Facebook,Engagement,Startup Founders,Ahmedabad,35-44,Female,Mobile,Video,63759,58642,1858,2.91,12.93,24023.94,142,13,7,0.38,595000,24.77,41.43,497,/luxury-cabins,remote_wellness_retreat
